,country,year,region,protest,protestnumber,startday,startmonth,startyear,endday,endmonth,endyear,protesterviolence,location,participants,protesteridentity,sources,notes,final,ignore,crowd dispersal,arrests,accomodation,shootings,beatings,killings,"political behavior, process",labor wage dispute,"price increases, tax policy",removal of politician,police brutality,land farm issue,social restrictions
13954,Kyrgyzstan,2019,Asia,1,2,25.0,11.0,2019.0,25.0,11.0,2019.0,0.0,Bishkek,1000,protesters,"rare protest in kyrgyzstan after report claims massive graft agence france presse english november 25, 2019 monday 11:46 am gmt. length: 473 words","hundreds of protesters held a rare demonstration in kyrgyzstan on monday sparked by a whistleblower s claims of massive official corruption. the whistleblower who spoke to journalists was a chinese uighur businessman involved in the bribery that he exposed. he fled the country saying he feared for his life, but was murdered in turkey this month. demonstrators held a march and a rally outside the main government building in bishkek in response to a dramatic report claiming corrupt officials took huge pay offs in return for turning a blind eye to smuggling millions of dollars out of the impoverished country. the rally with many young people participating appeared to be an expression of grassroots outrage at the large scale graft, as it was not called by any prominent politician. local media reported up to 1,000 participants. one protester, 57 year old kenzhebek, called the revelations the final straw for kyrgyzstan, the second poorest of the former soviet republics. today, unfortunately, we see the authorities following the same corrupt path as previous presidents, kenzhebek told afp.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
13955,Kyrgyzstan,2020,Asia,1,1,17.0,2.0,2020.0,17.0,2.0,2020.0,0.0,Bishkek,1000,protesters,"kyrgyz men on horseback protest chinese investment agence france presse english february 17, 2020 monday 11:29 am gmt. length: 292 words","several hundred protesters including men on horseback rallied monday against the construction of a chinese project in kyrgyzstan, officials said, in the latest demonstration against beijing s growing influence. the building of the 275 million logistics facility was agreed during a visit by chinese president xi jinping to the central asian nation last year. a police spokesman in kyrgyzstan s central naryn region said more than 1,000 protesters took part in the demonstration. local media reports showed images of protesters, including riders on horseback carrying kyrgyz flags. we won t give kyrgyz land to china, placards at the demonstration read, a government representative of the remote and mountainous region told afp. the representative, who requested anonymity, said protesters had been misled by rumours that the joint kyrgyz chinese company in charge of the facility would keep the land it is being built on, rather than leasing.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
13956,Kyrgyzstan,2020,Asia,1,2,2.0,3.0,2020.0,2.0,3.0,2020.0,1.0,Bishkek,1000,nationalists,"kyrgyz police break up rally for jailed politician agence france presse english march 2, 2020 monday 1:38 pm gmt. length: 206 words","police in kyrgyzstan on monday broke up a demonstration in support of a jailed opposition politician, detaining protesters who refused to quit the protest in a city centre square. over a thousand supporters of nationalist politician sadyr japarov rallied in the capital bishkek calling for the authorities to release him. riot police used stun grenades to break up the protest shortly after 6:00 pm 1200 gmt as the crowd began to move towards the main seat of government. police said they had previously warned the demonstrators to disperse. protesters hurled stones at police as they ran from the square and witnesses said they saw police make several arrests. japarov is a nationalist ex lawmaker jailed on kidnapping charges in 2018 and serving a 10 year sentence, shortened from eleven years by a court last year.",crowd dispersal,0,1,1,0,0,0,0,1,0,0,0,0,0,0
13957,Kyrgyzstan,2020,Asia,1,3,8.0,3.0,2020.0,8.0,3.0,2020.0,0.0,Bishkek,hundreds,women,"kyrgyz police arrest dozens at women s day march agence france presse english march 8, 2020 sunday 9:54 am gmt. length: 401 words","police in kyrgyzstan on sunday arrested dozens of protesters most of them women at a rally to mark international women s day after masked men attacked them and tore up their placards. an afp correspondent saw dozens of women detained and placed in police vehicles in the centre of the capital bishkek where women s groups had begun to rally against gender based violence. the detentions came after the men wearing face masks and pointed national hats attacked the crowd, tearing up their posters, popping balloons with toy pistols and throwing eggs at the women before fleeing the scene. erlan atantayev, deputy head of the sverdlovsky police department where the women were taken, told afp that the protesters had been detained for their own safety and because police had not been warned about the rally. clashes began between the demonstrators and men wearing the face masks, said atantayev. we detained the women for violation of public order. atantayev said that some of the demonstrators could face fines for resisting police. police also detained three male assailants but did not chase after those who ran away. journalist nurjamal djanibekova said that one of the attackers broke her telephone to prevent her filming the attack. djanibekova said 70 people were being held in the sverdlovsky police station. atantayey told afp police were carrying out explanatory work with the detained protesters.",arrests,0,0,1,0,0,0,0,1,0,0,0,0,0,1
13958,Uzbekistan,1990,Asia,1,1,3.0,2.0,1990.0,3.0,2.0,1990.0,1.0,Parkent,3000,protesters,"troops clash with protesters in uzbekistan the toronto star, february 4, 1990, sunday, sunday second edition, news; pg. a4, 381 words, ap ;",protesting alleged fraud in feb. 18 elections and demanding the resignations of elected officials,shootings,0,0,0,0,1,0,1,1,0,0,0,0,0,0
13959,Uzbekistan,1990,Asia,1,2,2.0,12.0,1990.0,3.0,12.0,1990.0,1.0,Namangan,3000,protesters,"soviet liberals under fire hard liners push for removals the globe and mail canada , december 4, 1990 tuesday, 583 words, reut violence shakes soviet republic christian science monitor boston, ma , december 11, 1990, tuesday, the world; pg. ;",fight against policemen,shootings,0,1,0,0,1,0,0,1,0,0,0,0,0,0
13961,Uzbekistan,1992,Asia,1,1,16.0,1.0,1992.0,16.0,1.0,1992.0,0.0,Tashkent,3000,students,"thousands protest soaring prices the toronto star, january 20, 1992, monday, am, news; pg. a12, 207 words, ap 2. republics move to quell unrest leaders roll back prices usa today, january 21, 1992, tuesday, international edition, news; pg.;","in uzbekistan, about 3,000 university students marched peacefully through the capital, tashkent, to protest the police shooting of fellow students during a rampage thursday against soaring prices, news reports said.",killings,0,0,1,1,0,0,1,0,0,1,0,0,0,0
13964,Uzbekistan,1995,Asia,1,1,7.0,4.0,1995.0,7.0,4.0,1995.0,0.0,Kokand,100,protesters,"karimov s crackdown the moscow times, may 26, 1995, no. 719, 1694 words, by albert musin;","once again resorting to violence, the authorities of uzbekistan have suppressed a protest action calling attention to the repression of local religious leaders in kokand. since april 7, there has been a continuous, mass action of civil disobedience in kokand s main mosque, which was prompted by the arrest of a number of local spiritual leaders since last august. in all cases, the leaders were arrested under the formal charge of illegal possession of weapons and narcotics. ... the kokand protest involved several hundred individuals, including women and children... on may 8, the kokand mosque was surrounded by nearly 100 policemen who had arrived from fergany and were commanded by abdukhalil khazratkulov, the head of the local interior ministry bureau on corruption and organized crime. ignoring the sanctity of the mosque, the police forced their way in and arrested dozens of the most active protestors.",accomodation,0,1,1,1,0,0,0,0,0,0,0,1,0,0
13970,Uzbekistan,2001,Asia,1,1,2.0,7.0,2001.0,2.0,7.0,2001.0,0.0,Andijan and Tashkent,100,women,"uzbek women jailed in duel protests united press international, july 2, 2001, monday, 206 words, by marina kozlova;",protesting the imprisonment of relatives accused of belonging to a banned islamic group,arrests,0,0,1,0,0,0,0,0,0,0,0,1,0,0
13971,Uzbekistan,2002,Asia,1,1,4.0,1.0,2002.0,4.0,1.0,2002.0,0.0,Bagys and Turkestanets,500,villagers,"central asian villages go solo to end doubt over status agence france presse english, 182 words two villages on kazakh uzbek border declare sovereignty news bulletin, january 04, 2002, friday, 295 words;",declare independence,crowd dispersal,0,1,1,0,0,0,0,1,0,0,0,0,0,0
13972,Uzbekistan,2002,Asia,1,2,26.0,7.0,2002.0,26.0,7.0,2002.0,0.0,Tashkent,1000,traders,"wave of protests over new taxes brings markets to halt in uzbek capital associated press worldstream, july 26, 2002 friday, international news, 217 words;","a wave of protests by traders has brought business to a halt at most marketplaces in the uzbek capital tashkent after the government increased customs and other duties on imported goods. thousands of traders at the capital s biggest market, which is visited by up to 40,000 shoppers a day, stood behind empty stalls and refused to sell any goods friday, the second day of their protest against the government s decision to introduce a 90 percent customs duty on imported consumer goods.",ignore,1,0,0,0,0,0,0,0,0,1,0,0,0,0
13973,Uzbekistan,2003,Asia,1,1,2.0,4.0,2003.0,2.0,4.0,2003.0,0.0,Samarkand,2000,students,"student protest in samarkand worries uzbek authorities world markets analysis, april 02, 2003, in brief, 216 words, dario thuburn;","uzbek authorities are reported to be concerned about the potential for a rise in student activism in a country where public protest is rare because of a combination of official repression and public indifference see uzbekistan: 21 august 2002: rare human rights protest staged outside justice ministry . eurasianet today reports on a 2,000 strong protest that took place in uzbekistan s second city, samarkand, last week in which students called for the return of the foreign languages institute rector yusuf abdullayev, who had been dismissed.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
13974,Uzbekistan,2003,Asia,1,2,31.0,7.0,2003.0,21.0,8.0,2003.0,0.0,Fergana,1400,workers of a state owned chemical factory,"workers strike over unpaid wages in eastern uzbekistan associated press worldstream, august 21, 2003 thursday, international news, 296 words, bagila bukharbayeva; associated press writer uzbek capital elevator workers go on strike associated ;","meanwhile, employees of the fergana oil refinery, one of the country s biggest industrial enterprises and a major supplier of petroleum products on the domestic market, began protests 10 days ago. groups of workers have been flooding administrative offices several times a week, demanding to meet with the refinery s managers. the oil refinery workers haven t been paid for six months. the refinery employs about 5,000 people. fergana regional administration spokesman alisher djurayev confirmed that the government had been having problems paying wages but denied any strikes or major protests in fergana.",ignore,1,0,0,1,0,0,0,0,1,0,0,0,0,0
13975,Uzbekistan,2003,Asia,1,3,1.0,10.0,2003.0,1.0,10.0,2003.0,0.0,Tashkent,100,vendors,"market traders in uzbekistan angry at new rules world markets analysis, october 06, 2003, in brief, 280 words;","market stallholders in uzbekistan on friday confronted a senior trade official in the uzbek capital, tashkent, over new rules that have sparked a number of small scale protests across the country, agence france presse afp reports. protests have occurred in tashkent, samarkand, termez and urgench after the introduction on 1 october of a decree requiring street traders to hold quality licences and use cash machines, as well as further limiting already severe import restrictions. stallholders say they do not have enough money to build proper shops or use cash machines.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
13976,Uzbekistan,2004,Asia,1,1,29.0,6.0,2004.0,29.0,6.0,2004.0,0.0,Jomboy,300,navoiy cooperative farm,"farmers in uzbek central region stage protest action bbc sumary of world broadcasts, june 29, 2004, tuesday, 362 words;","on 24 june a us made case combine harvester went up in flames in a forestry farm in jomboy district in central samarqand region . the combine harvester belonged to the fleet of tractors and cars. the causes of the fire are unknown. the head of the district administration, zoir mirzayev, ordered that the event be swept under the rug without an investigation being conducted and the causes of the incident being learnt.",crowd dispersal,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13977,Uzbekistan,2004,Asia,1,2,5.0,9.0,2004.0,5.0,9.0,2004.0,0.0,Tashkent,1000,women,"uzbek women protest over trading restrictions bbc sumary of world broadcasts, september 5, 2004, sunday, 289 words;","about 1,000 female traders have organized a protest action in a major tashkent market, chorsu, over trading restrictions imposed by the government, the netherlands based erkinyurt web site reported on 3 september. about 1,000 women occupied a trading area which was not being used. due to the construction activities in the market and the independence day festivities, their families had suffered financial hardship for two weeks.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
13978,Uzbekistan,2004,Asia,1,3,9.0,9.0,2004.0,9.0,9.0,2004.0,0.0,Andijon,600,women,"some 500 female traders stage protest in uzbek east bbc sumary of world broadcasts, september 9, 2004, thursday, 214 words police breaks up protest staged by female traders in uzbek east bbc sumary of world broadcasts, september 12, 2004, sunda;","at about 0800 hours 0300 gmt on 7 september, female traders in andijon town in eastern uzbekistan held a protest rally in two areas of the town: at the xolis non food consumer goods market in the yangibozor area and at the central department store in the old town area. starting from 0820 hours, about 500 traders working at the xolis market blocked the traffic in boburshoh street for 90 minutes.",crowd dispersal,0,1,0,0,0,0,0,0,0,1,0,0,0,0
13979,Uzbekistan,2004,Asia,1,4,1.0,10.0,2004.0,2.0,10.0,2004.0,1.0,"Kokand, Buxoro and Jizzax",4000,traders,"incensed uzbek women attack police in market protest agence france presse english, november 1, 2004 monday 1:32 pm gmt, 358 words trade curbs spark more protests across uzbekistan bbc sumary of world broadcasts, november 4, 2004, thursday,;","thousands of women market traders in uzbekistan beat up police and tax officials and set fire to police cars monday to protest new government regulations on the sale of imported goods, witnesses at the scene said. security forces used water cannon in an effort to restrain the traders in kokand, in the east of this authoritarian central asian republic, a trader told afp by telephone. the unrest started at the kokand market when officials began enforcing the regulations, which require all traders who wish to sell foreign goods to register with the government. tax and police officers had come to the market to arrest traders and confiscate their goods but others, also angered by the new rules, hit back in defence, the trader said on condition of anonymity. at the beginning of the violence there were 10,000 people, in the afternoon 3,000 to 4,000, said another witness, human rights activist asmail dadjanov.",crowd dispersal,0,1,0,0,0,0,0,0,0,1,0,0,0,0
13980,Uzbekistan,2004,Asia,1,5,25.0,11.0,2004.0,25.0,11.0,2004.0,0.0,Beruniy,500,villagers,"some 500 protest over gas supply, pension arrears in uzbek northwest bbc sumary of world broadcasts, november 25, 2004, thursday, 351 words;",lack of gas supply,ignore,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13981,Uzbekistan,2004,Asia,1,6,9.0,12.0,2004.0,9.0,12.0,2004.0,0.0,Andijon,50,protesters,"about 50 protest over unemployment, power cuts in uzbek east bbc sumary of world broadcasts, december 10, 2004, friday, 235 words;","today we learnt from a report by the andijon regional branch of the ezgulik human rights society that about 50 people, mostly women, gathered outside the shahrixon district administration andijon region in the afternoon of 6 december to hold a protest against the administration. they protested over high unemployment, meagre salaries and frequent cuts in the supply of power, gas and drinking water.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
13982,Uzbekistan,2005,Asia,1,1,6.0,1.0,2005.0,6.0,1.0,2005.0,0.0,Shahrixo,50,traders,"women protest over new trading rules in uzbek east bbc monitoring former soviet union political supplied by bbc worldwide monitoring, january 6, 2005, thursday, 253 words;","at about 1100 1200 local time today about 50 or 60 traders, mostly women, staged a spontaneous protest outside the district administration s offices in the eastern town of shahrixon. people s discontent was triggered by the fact that district tax officers had expelled entrepreneurs who were trading in the streets in the district centre to a market which is far from the centre. tax officers took that action in order to implement government resolution no 443.",crowd dispersal,0,1,0,0,0,0,0,0,0,1,0,0,0,0
13983,Uzbekistan,2005,Asia,1,2,24.0,1.0,2005.0,24.0,1.0,2005.0,0.0,Andijon,150,villagers,"some 150 protest over gas, power cuts in uzbek east bbc monitoring former soviet union political supplied by bbc worldwide monitoring, february 1, 2005, tuesday, 133 words;",caused by the fact that gas and power supplies have been regularly cut off in the last four months,accomodation,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13984,Uzbekistan,2005,Asia,1,3,1.0,2.0,2005.0,1.0,2.0,2005.0,0.0,Samarqand,1000,villagers,"over 1,000 uzbeks block road in protest against gas cuts bbc monitoring former soviet union political supplied by bbc worldwide monitoring, february 2, 2005, wednesday, 160 word;",caused by the fact that gas and power supplies have been regularly cut off in the last four months,ignore,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13985,Uzbekistan,2005,Asia,1,4,4.0,2.0,2005.0,4.0,2.0,2005.0,0.0,Andijon,100,traders,"over 100 uzbek female traders protest against government policy bbc monitoring former soviet union political supplied by bbc worldwide monitoring, february 5, 2005, saturday, 188 words;",over 100 female traders blocked the crossing of bobur and bektosh rahimov streets opposite the yangi market in the town of andijon at about 1100 local time 0600 gmt yesterday 4 february . they halted the traffic for about one and a half hours in protest against government policy.,crowd dispersal,0,1,0,0,0,0,0,0,0,1,0,0,0,0
13986,Uzbekistan,2005,Asia,1,5,15.0,2.0,2005.0,16.0,2.0,2005.0,0.0,Andijon,50,villagers,"mass rallies taking place in uzbek east kyrgyz agency bbc monitoring central asia unit supplied by bbc worldwide monitoring, february 17, 2005, thursday, 397 words;","about 50 women and children, living in housing estates on sharof rashidov street in the eastern uzbek town of andijon, blockaded traffic in the town on 15 february. they set up barricades with material at hand to express their anger at the situation with natural gas and electricity supplies in the town.",ignore,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13987,Uzbekistan,2005,Asia,1,6,1.0,4.0,2005.0,1.0,4.0,2005.0,0.0,Marhamat,200,businessmen,"kyrgyz border uzbeks protest at arbitrary rule web site bbc monitoring former soviet union political supplied by bbc worldwide monitoring, april 5, 2005, tuesday, 281 words;","on 1 april 2005, at about 0730 hours, some 200 people most of them businessmen gathered in andijon region s marhamat district on the border with kyrgyzstan , at the junction between mustaqillik and ipak yoli roads in the centre of the district. the crowds blocked road traffic, demanding that the local authorities come to meet them, the ezgulik human rights society reports.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
13988,Uzbekistan,2005,Asia,1,7,3.0,5.0,2005.0,4.0,5.0,2005.0,0.0,Tashkent,100,choriyev family and several shareholders of the kesh open joint stock company,"uzbek protest demands president s resignation bbc monitoring former soviet union political supplied by bbc worldwide monitoring, may 3, 2005, tuesday, 195 words rally in front of us embassy in uzbek capital dispersed bbc monitoring central as;","an indefinite protest action has kicked off in tashkent. it was earlier announced that the protest action would be held. it was organized by the choriyev family and several shareholders of the kesh open joint stock company, who have been persecuted by the uzbek authorities in past years.",ignore,1,1,0,0,0,0,0,1,0,0,0,0,0,0
13989,Uzbekistan,2005,Asia,1,8,10.0,5.0,2005.0,10.0,5.0,2005.0,0.0,Andijon,4000,the relatives and friends of 23 citizens standing trial on groundless charges of involvement in religious extremism,"over 4,000 uzbeks demand justice for sect trial defendants bbc monitoring former soviet union political supplied by bbc worldwide monitoring, may 11, 2005, wednesday, 138 words;","according to reports received from human rights activists in eastern andijon, over 4,000 people have held a protest outside the andijon town court. they demanded justice. it was the first of its kind in uzbekistan unprecedented in scale, and extremely well organized.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
13990,Uzbekistan,2005,Asia,1,9,12.0,5.0,2005.0,12.0,5.0,2005.0,1.0,Andijon,5000,protesters,"government troops open fire on uzbek protesters, storm building russian tv bbc monitoring former soviet union political supplied by bbc worldwide monitoring, may 13, 2005, friday, 353 words tens of thousands rally in uzbek town, says eyewi;","here are the latest reports from the uzbek city of andijon where last night mass disturbances broke out. about an hour ago, the reuters news agency reported that soldiers opened fire at the participants in an antigovernment rally. several thousand people are taking part in the rally. according to some reports, one of them has been killed and two wounded. an exchange of fire is under way. a source in the uzbek interior ministry has said it was the protesters who opened fire.",shootings,0,0,0,0,1,0,1,0,0,0,1,0,0,0
13991,Uzbekistan,2005,Asia,1,10,13.0,5.0,2005.0,14.0,5.0,2005.0,1.0,Andijon,10000,protesters,"ten thousand protesters gather in troubled uzbek town russian tv bbc monitoring former soviet union political supplied by bbc worldwide monitoring, may 14, 2005, saturday, 179 words ten killed as troops open fire to crush protest in uzbeki;",protest for killings in the day before and part of people storm one jail to liberate the prisioners,shootings,0,0,1,0,1,0,1,0,0,0,0,1,0,0
13992,Uzbekistan,2005,Asia,1,11,21.0,5.0,2005.0,21.0,5.0,2005.0,0.0,Kara Su,2000,local residents,"uzbek forces put end to rally in eastern town 21 may bbc monitoring central asia unit supplied by bbc worldwide monitoring, may 21, 2005, saturday, 274 words;",people demanded that information about four kara su residents who were detained earlier should be made public,ignore,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13993,Uzbekistan,2005,Asia,1,12,30.0,5.0,2005.0,30.0,5.0,2005.0,0.0,Marhamat,500,relatives and friends of jailed ngo members,"protest demands release of jailed opposition members in uzbek east bbc monitoring former soviet union political supplied by bbc worldwide monitoring, may 30, 2005, monday, 243 words;","since this morning the marhamat district prosecutor s office in andijon region has been surrounded by people who had gathered there from nearby areas. they are demanding that the chairman of the ezgulik human rights society s marhamat district branch, dilmurod muhiddinov, the leader of the birlik party s marhamat district branch, musajon bobojonov, and independent human rights activist muhammadqodir otaxonov, who were arrested on 28 may under a warrant issued by district prosecutor yolchiyev, be released immediately.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
13994,Uzbekistan,2005,Asia,1,13,29.0,10.0,2005.0,29.0,10.0,2005.0,0.0,Jizzax,200,cotton workers,"uzbek cotton plant staff go on strike at wage arrears opposition website bbc monitoring former soviet union political supplied by bbc worldwide monitoring, november 9, 2005 wednesday, 197 words;","on 29 october, workers of a cotton processing plant in jizzax district of the central jizzax region went on strike to voice their discontent. according to media reports, about 200 protesters managed to block traffic on a major road. passers by also joined the crowd while it was making its way towards the building of the regional administration. jizzax region governor ubaydulla yomonqulov, who went out to meet the crowd, pacified the protesters by promising to tackle the problem of wage arrears and outstanding social payments. our correspondent has said that the workers wages and other fees were calculated by the afternoon of the same day, and the protesters had the governor to promise to meet them again in three days.",accomodation,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13995,Uzbekistan,2006,Asia,1,1,9.0,3.0,2006.0,9.0,3.0,2006.0,1.0,Andijon,100,residents of multi storey buildings,"uzbeks rally against tough living conditions in andijon bbc monitoring former soviet union political supplied by bbc worldwide monitoring, march 13, 2006 monday, 242 words;",lack of gas supply,crowd dispersal,0,1,0,0,0,0,0,0,0,0,0,0,0,1
13997,Uzbekistan,2007,Asia,1,2,3.0,4.0,2007.0,3.0,4.0,2007.0,1.0,Kiziltepa,50,bus passangers,"businessmen reportedly blocked uzbek karakalpak road in central uzbekistan the times of central asia, april 7, 2007 saturday, nationwide international news, 314 words;",police extorsion,beatings,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13998,Uzbekistan,2008,Asia,1,1,16.0,1.0,2008.0,16.0,1.0,2008.0,0.0,Fergana,250,villagers,"uzbek citizens protest over gas shortages the times of central asia, january 29, 2008 tuesday, nationwide international news, 454 words;",lack of gas supply,ignore,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13999,Uzbekistan,2008,Asia,1,2,7.0,2.0,2008.0,7.0,2.0,2008.0,0.0,Fergana,600,businessmen,"tradesmen protest in uzbek east demanding tax cut bbc monitoring former soviet union political supplied by bbc worldwide monitoring, february 10, 2008 sunday, 246 words;",cut taxes,accomodation,0,0,0,1,0,0,0,0,0,1,0,0,0,0
14000,Uzbekistan,2008,Asia,1,3,31.0,3.0,2008.0,31.0,3.0,2008.0,0.0,Urganch,100,traders,"traders in uzbek northwest protest over high rents, market relocation bbc monitoring former soviet union political supplied by bbc worldwide monitoring, march 31, 2008 monday, 472 words;","an unprecedented protest action was held in the centre of urganch, the main town in the northwestern uzbek region of xorazm, on 31 march. several hundreds of women, who have gathered there, intensely expressed their indignation at the relocation of a consumer goods market to the outskirts of the town and unfair distribution of market stalls at the new place.",accomodation,0,0,0,1,0,0,0,1,0,0,0,0,0,0
14002,Uzbekistan,2010,Asia,1,1,11.0,3.0,2010.0,11.0,3.0,2010.0,0.0,Parkent,150,villagers,"some 150 uzbeks protest against arrest of local activist in central region bbc monitoring former soviet union political supplied by bbc worldwide monitoring, march 11, 2010 thursday, 276 words uzbek rights activist freed after villagers prot;",protest against arrest a leader,ignore,1,0,0,1,0,0,0,0,0,0,0,1,0,0
14013,Kazakhstan,1990,Asia,1,1,29.0,9.0,1990.0,29.0,9.0,1990.0,0.0,Ust Kamenogorsk,10000,residents,"kazakhs protest after a plant blast looses gases the washington post, september 30, 1990, sunday, final edition, first section; page a18, 445 words, david remnick, washington post foreign service;",explosion two weeks ago at a nearby nuclear fuel plant,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
14015,Kazakhstan,1992,Asia,1,1,24.0,2.0,1992.0,25.0,2.0,1992.0,1.0,Leninsk,17000,construction troops,"space center troops riot in kazakhstan palm beach post florida , february 27, 1992 thursday, a section; pg. 3a, 221 words, the associated press baykonur protestors demands met investigations under way bbc summary of world broadcasts, februa;",complaining of inhuman treatment by their superiors,crowd dispersal,0,1,0,0,0,0,1,0,0,0,0,1,0,0
14016,Kazakhstan,1992,Asia,1,2,17.0,6.0,1992.0,26.0,6.0,1992.0,0.0,Alma Ata,5000,"the nationalist movement jeltoksan, and the repubican party","other reports; omon remove protesters in alma ata, june 26, 1992, friday, part 1 the ussr; kazakhstan; su 1417 b 1; , 102 words thousands of demonstrators call for prime minister s resignation agence france presse english, 360 words;",they were demanding the resignation of prime minister sergei terechenko,ignore,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14017,Kazakhstan,1993,Asia,1,1,8.0,6.0,1993.0,8.0,6.0,1993.0,1.0,Baikonur,450,military construction workers,"troops rampage at space centre the guardian london , june 8, 1993, the guardian foreign page; pg. 10, 157 words;",complained that their allowances were two and a half times lower than those of their russian colleagues.,crowd dispersal,0,1,0,0,0,0,1,0,1,0,0,0,0,0
14018,Kazakhstan,1994,Asia,1,1,18.0,5.0,1994.0,18.0,5.0,1994.0,0.0,Almaty,300,"workers movement of kazakhstan, the democratic committee for human rights, the communist party and the zheltoksan december kazakh nationalist movement","2 ; antigovernment rally held in alma ata bbc summary of world broadcasts, may 18, 1994, wednesday, part 1 former ussr; central asia; kazakhstan; su 2000 g; , 82 words 1 ; twelve arrested after antigovernment demonstration in alma ata bbc s;",demand the resignation of president nursultan nazarbayev and his government,arrests,0,0,1,0,0,0,0,0,0,0,1,0,0,0
14019,Kazakhstan,1994,Asia,1,2,1.0,12.0,1994.0,16.0,12.0,1994.0,0.0,Karaganda,5000,miners of kazakhstan s karaganda coal field,"news: strike in kazakhstan grows ft energy newsletters east european energy report, december 1, 1994, pg. 29, 66 words 200. cossacks outlawed for half year 203. kazakh coalfield on strike over wage demands bbc summary of world broadcasts, ;",unpaid wages for october and november,ignore,1,0,0,0,0,0,0,0,1,0,0,0,0,0
14020,Kazakhstan,1995,Asia,1,1,18.0,7.0,1995.0,18.0,7.0,1995.0,0.0,"Karaganda, Shakhtinsk and Abay",500,trade union organization,"kazakh miners protest at wage arrears bbc summary of world broadcasts, july 20, 1995, thursday, part 1 former ussr; central asia; kazakhstan; su 2360 g, 281 words;","kazakh miners from karaganda, shakhtinsk and abay staged rallies on 18th july in protest at wage arrears and calling for more government support for their industry, interfax news agency reported. about 500 600 miners took part in the rally in karaganda, 400 in shakhtinsk and 200 300 in abay, the agency said. according to the chairman of the local trade union organization responsible for organizing these protests, identified as vyacheslav sidorov, only those miners who had a day off had taken part in the rallies .",ignore,1,0,0,0,0,0,0,0,1,0,0,0,0,0
14021,Kazakhstan,1995,Asia,1,2,27.0,7.0,1995.0,27.0,7.0,1995.0,0.0,Almaty,60,"slav movement lad and backed by other parties and movements including trade unions, the communists and social democrats and the local russian community.","kazakh protest rally over new draft constitution bbc summary of world broadcasts, july 29, 1995, saturday, part 1 former ussr; central asia; kazakhstan; su 2368 g, 294 words;",protest rally over new draft constitution,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
14022,Kazakhstan,1996,Asia,1,1,30.0,1.0,1996.0,30.0,1.0,1996.0,0.0,Almaty,200,"communist party, veterans and the movement of mothers with many children","pickets protest as new kazakh parliament opens bbc summary of world broadcasts, january 31, 1996, wednesday, part 1 former ussr; central asia; kazakhstan; su d2523 g, 230 words;",protest over wage arrears and low salaries,ignore,1,0,0,0,0,0,0,0,1,0,0,0,0,0
14023,Kazakhstan,1996,Asia,1,2,28.0,7.0,1996.0,28.0,7.0,1996.0,0.0,Zhanatas,2000,residents,"south kazakh city sees 2,000 protest at economy bbc summary of world broadcasts, july 31, 1996, wednesday, part 1 former ussr; kazakhstan; su d2678 g, 93 words;",demand improvements to difficult local conditions,ignore,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14024,Kazakhstan,1996,Asia,1,3,17.0,10.0,1996.0,17.0,10.0,1996.0,0.0,Almaty Petropavlovsk Kustanay,4360,trade unions to protest,"protests held over falling living standards bbc summary of world broadcasts, october 19, 1996, saturday, part 1 former ussr; central asia; kazakhstan; su d2747 g, 114 words unions stage protest rallies across the country bbc summary of world br;",protest against falling living standards and wage arrears,ignore,1,0,0,1,0,0,0,0,0,0,0,0,0,1
14025,Kazakhstan,1996,Asia,1,4,17.0,11.0,1996.0,17.0,11.0,1996.0,0.0,Almaty,500,azamat movement,"protest rally in kazakh capital goes ahead despite ban bbc summary of world broadcasts, november 19, 1996, tuesday, part 1 former ussr; central asia; kazakhstan; su d2773 g, 232 words;",protest against falling living standards,ignore,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14026,Kazakhstan,1996,Asia,1,5,27.0,11.0,1996.0,27.0,11.0,1996.0,0.0,Chimkent,1000,residents,"order restored in southern kazakhstan, december 4, 1996, news, 200 words, blackburn, marion;","protest ongoing shortages of electricity, gas and telephone services",ignore,1,0,0,0,0,0,0,0,0,0,0,0,0,1
