,country,year,region,protest,protestnumber,startday,startmonth,startyear,endday,endmonth,endyear,protesterviolence,location,participants,protesteridentity,sources,notes,final,ignore,crowd dispersal,arrests,accomodation,shootings,beatings,killings,"political behavior, process",labor wage dispute,"price increases, tax policy",removal of politician,police brutality,land farm issue,social restrictions
9218,Liberia,2019,Africa,1,2,17.0,6.0,2019.0,17.0,6.0,2019.0,0.0,Monrovia,100+,"a group, including roots fm, that is critical of president george weah","liberia shuts radio station critical of president, agence france presse english, october 10, 2019 thursday 5:53 pm gmt, 298 words, monrovia, oct 10 2019","liberian police on thursday closed a radio station critical of president george weah, accusing it of inciting violence, and used tear gas to disperse people protesting against the move. roots fm, owned by henry costa, is one of the leaders of a group that organised a large anti government street protest on june 17, paralysing several areas of the seaside capital monrovia. note: the actual number of protesters was not included in the source, and is based on prior coding decisions.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9219,Liberia,2019,Africa,1,3,31.0,7.0,2019.0,31.0,7.0,2019.0,1.0,Monrovia,100s,"civil society associations, including youth activists called the council of patriots cop","hundreds protest in liberia over price hikes, corruption, agence france presse english, july 31, 2019 wednesday 4:31 pm gmt, 446 words, monrovia, july 31 2019","hundreds of demonstrators clashed with liberian police in monrovia on wednesday during a march against corruption and economic mismanagement under former footballer turned president george weah. police fired tear gas to stop the demonstrators from approaching the parliament building in the capital, an afp reporter at the scene said, while protesters threw stones and bottles at officers. the protesters in the second major rally since thousands gathered on june 7 called on the government to improve living conditions amid spiralling inflation. police arrested at least five protesters. the demonstration involved dozens of civil society associations, including youth activists called the council of patriots cop who helped weah, 52, come to power.",arrests,0,1,1,0,0,0,0,1,0,0,0,0,0,0
9220,Liberia,2019,Africa,1,4,10.0,10.0,2019.0,10.0,10.0,2019.0,0.0,Monrovia,50+,"protesters opposed to the government closure of roots fm, a radio station critical of president george weah","liberia shuts radio station critical of president, agence france presse english, october 10, 2019 thursday 5:53 pm gmt, 298 words, monrovia, oct 10 2019","liberian police on thursday closed a radio station critical of president george weah, accusing it of inciting violence, and used tear gas to disperse people protesting against the move. roots fm, owned by henry costa, is one of the leaders of a group that organised a large anti government street protest on june 17, paralysing several areas of the seaside capital monrovia. heavily armed police riot units ringed the radio station building on thursday morning, making it impossible for workers to move in and out. they also fired tear gas on the station s supporters gathered outside. note: the actual number of protesters was not included in the source, and is based on prior coding decisions.",crowd dispersal,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9221,Liberia,2020,Africa,1,1,6.0,1.0,2020.0,6.0,1.0,2020.0,0.0,Monrovia,3000,council of patriotsa,"thousands march in liberia to protest falling economy, associated press international, january 6, 2020 monday 8:11 pm gmt, international news, 571 words, by jonathan paye layleh, associated press, monrovia, liberia; liberia police fire tear gas, water cannon to clear protests, agence france presse english, january 6, 2020 monday 6:25 pm gmt, 302 words, monrovia, jan 6 2020","police fired tear gas and water to disperse some 3,000 liberians who had gathered in the capital monday to demand that president george weah take decisive action to improve the economy. dozens of riot police had been deployed in monrovia, the capital, earlier in the day. the government had assured security for the protesters. roads were deserted and many civil servants stayed off work as thousands marched. in the early evening, the police took action in the city center, firing tear gas in front of the headquarters of the press union of liberia. it was just an attack unprovoked said mo ali, secretary general of council of patriots, the pressure group that organized the demonstration. he said at least one person had been injured. the demonstrators want the president to fire his entire economic management team, said protest organizer h enry costa, who is the head of the group called the council of patriotsa. they have performed dismally and created the worsening economic situation we are in, costa told the associated press.",crowd dispersal,0,1,0,0,0,0,0,1,0,0,1,0,0,0
9222,Liberia,2020,Africa,1,2,12.0,3.0,2020.0,12.0,3.0,2020.0,0.0,Monrovia,50+,journalists,"liberian journalists protest alleged police brutality, agence france presse english, march 12, 2020 thursday 2:57 pm gmt, 381 words, monrovia, march 12 2020","liberian journalists rallied in the capital monrovia on thursday, and some newspapers darkened their front pages, in protest at alleged harassment they face from security forces. the protest follows the death last month of liberian broadcaster zenu koboi miller, in circumstances which sparked outrage in the impoverished west african state. miller was allegedly manhandled by president george weah s bodyguards while covering a football tournament, and was admitted to hospital not long afterwards. he died of hypertension and stroke, medical staff told miller s family, which has accepted the explanation. some liberian journalists though believe he succumbed to injuries sustained during the bodyguard incident. on thursday, scores of journalists marched through monrovia toting placards bearing slogans such as stop beating me while i am doing my work and journalists are not your drums .",ignore,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9229,Sierra Leone,1996,Africa,1,1,7.0,9.0,1996.0,7.0,9.0,1996.0,0.0,"Bo, Southern Province",100+,women,"sierre leone sees protest in favour of female circumcision agence france presse, september 10, 1996, international news, 182 words ;","hundreds of women who practice female circumcision marched through sierra leone s capital tuesday calling on the government to halt all discussion against female genital mutilations in the media. the demonstrators, members of the bundo society, which specializes in genital mutilation, called for the outright ban of both local and international organisations advocating an end to the practice. the women carried banners denouncing organisations opposed to the practice, a move observers here said the government is unlikely to accept. a similar demonstration took place over the weekend in the provincial city of bo in which hundreds of women supported the practice, calling it a cultural heritage that should be preserved.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9230,Sierra Leone,1996,Africa,1,2,10.0,9.0,1996.0,10.0,9.0,1996.0,0.0,"Freetown, Western Area",100+,women,"sierre leone sees protest in favour of female circumcision agence france presse, september 10, 1996, international news, 182 words ;","this protest is with regards to the first protest mentioned in the article hundreds of women who practice female circumcision marched through sierra leone s capital tuesday calling on the government to halt all discussion against female genital mutilations in the media. the demonstrators, members of the bundo society, which specializes in genital mutilation, called for the outright ban of both local and international organisations advocating an end to the practice. the women carried banners denouncing organisations opposed to the practice, a move observers here said the government is unlikely to accept. a similar demonstration took place over the weekend in the provincial city of bo in which hundreds of women supported the practice, calling it a cultural heritage that should be preserved.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9231,Sierra Leone,1997,Africa,1,1,15.0,1.0,1997.0,15.0,1.0,1997.0,0.0,"Freetown, Western Area",100+,"women, market traders","sierra leone stall holders protest trading restrictions agence france presse, january 15, 1997, international news, 228 words ;","hundreds of market traders in the sierra leonean capital wednesday took to the streets to protest a government ban against petty trading in parts of the city s business district. chanting we want a place to sell and carrying banners reading trading is our own livelihood, the demonstrators, mainly women, surrounded police headquarters and the town hall. another group were seen marching towards state house, the seat of government, but was intercepted by police who diverted the protesters to police headquarters where inspector general of police teddy williams appealed to them to disperse and assured them their grievances will be looked into. wednesday was the deadline imposed by the government for the stall holders to stop trading in 14 main streets in freetown, in a move to end traffic congestion and prevent possible health hazards in the affected areas.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9232,Sierra Leone,1997,Africa,1,2,13.0,5.0,1997.0,13.0,5.0,1997.0,0.0,"Freetown, Western Area",100+,journalists,sleone journalists demonstrate against draconian press law law agence france presse english english ;,"dozens of journalists demonstrated outside parliament here tuesday denoucing a new draft press law as draconian and urging president ahmad tejan kabbah not to sign it into law. parliament should recall the law on the press. press. kabbah don t sign press bill. stop this draconian law on the freedom of the press, read some of the placards carried by protestors.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9233,Sierra Leone,1997,Africa,1,3,18.0,8.0,1997.0,18.0,8.0,1997.0,1.0,"Freetown, Western Area",50+,university students,student killed on freetown campus amid crackdown on demo agence france presse english ;,"freetown, aug 19 afp at least one student was killed in a shootout with freetown police patrolling to stop an anti junta demonstration, state radio reported tuesday, adding that 35 people had been arrested. the incident took place monday at the campus of a nursing school in the capital, where seven students shot at a passing security vehicle, which returned fire, according captain abubakarr kamara of the defence department. some 35 people were detained and taken to the capital s maximum security jail, state radio said. witnesses said it was unclear which side started the fighting or whether the students were armed. both police and students accused the other of shooting incidents on monday. student leaders had called for a demonstration against the junta which seized power in a may 25 coup, but beefed up security seemed to have deterred most would be protesters from taking to the streets.",arrests,0,0,1,0,0,0,0,1,0,0,1,0,0,0
9241,Sierra Leone,2005,Africa,1,1,28.0,2.0,2005.0,28.0,2.0,2005.0,1.0,"Freetown, Western Area Urban District",200+,students,"sierra leone police disperse student demo with tear gas agence france presse english, february 28, 2005 monday 7:58 pm gmt, 245 words ;","sierra leone police used tear gas monday to disperse a spontaneous protest by students from freetown s furah bay college angered about their exam schedule and the government s failure to pay their stipends. some 200 students, after hearing their exams scheduled for monday had been cancelled, marched to the office of the education ministry and then continued on to the main government complex in the western part of the atlantic coastal capital. upon arrival, they were barred entry to the complex by police who launched teargas to disperse them, eyewitnesses told afp. in response to the police action, the crowd, which swelled to include non students, set upon the gates with sticks and stones. police spokesman kruschev kargbo said many arrests were made but did not say whether it was of mostly students or other protestors.",arrests,0,1,1,0,0,0,0,0,1,0,0,0,0,0
9242,Sierra Leone,2005,Africa,1,2,7.0,12.0,2005.0,7.0,12.0,2005.0,1.0,"Freetown, Western Area Urban District",500+,supporters of charles margai,"sierra leone police fire tear gas to disperse supporters of arrested opposition leader ap worldstream, december 7, 2005 wednesday, international news, 173 words ;","it would appear that these supporters were against his arrest, and therefore are protesting the political process behind it. police fired tear gas wednesday to disperse stone throwing supporters of a sierra leone opposition politician, breaking up a crowd that gathered after authorities had detained and charged the politician with conspiring against the public order. some 500 supporters of charles margai gathered in front of a station house in the capital, freetown, where authorities held margai and 11 others. but police tear gas canisters scattered the crowd, which included some who hurled rocks at the security forces.",crowd dispersal,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9243,Sierra Leone,2006,Africa,1,1,9.0,2.0,2006.0,9.0,2.0,2006.0,1.0,"Mile 91, Tonkolili District",50+,students,"secondary school pupils riot in sierra leone over arrest of leader agence france presse english, february 10, 2006 friday 3:50 pm gmt, 172 words ;","since the police needed reinforcements and were able to overpower and burn the police station as well as six cars, i have determined there were at least 50 participants. police in sierra leone have despatched armed reinforcements to the small town of mile 91, after rioting secondary school students burnt a police station and six cars on thursday, a police chief said friday. there were no casualties, but eight students have been arrested, inspector general brima acha kamara told journalists. eyewitnesses said the riots started when a magistrate in the town ordered the arrest of a senior prefect at yonibana secondary school, alimamy kanu, for reporting to court late to answer charges of assaulting the school head s daughter. students reportedly attacked the town s police station, overpowered officers on duty and set the station ablaze. kamara said calm had returned to the town, some 120 kilometres 75 miles east of the capital, but definitely policing in that area would be adversely affected. this rebellious attitude by the students is a cause for concern, he said. traffic was disrupted for more than 10 hours thursday due to the riots in the town, which stands on a key highway.",crowd dispersal,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9244,Sierra Leone,2006,Africa,1,2,30.0,5.0,2006.0,30.0,5.0,2006.0,1.0,"Lumpa, Waterloo Rural District",50+,students,"students attack station in support of unlicensed biker agence france presse english, may 30, 2006 tuesday 7:35 pm gmt, 268 words ;","students wielding sticks set light to a police station in sierra leone and damaged two cars in protest at the treatment of an unlicensed motor cyclist, police said tuesday. deputy inspector general of police tamba gbekie said a man riding an unlicensed and uninsured motor cycle had ignored a police warning to stop and fled into a nearby secondary school compound. he then mobilised support from the students, who grouped and marched to the police station, chased out the personnel and set the building alight, gbekie explained at a news conference. the pupils also damaged two cars parked in the complex and destroyed a new police office complext under construction, in the town of lumpa, 20 miles 30 kilometres east of the capital. eyewitnesses told afp police fired repeated rounds of tear gas to quell the affray, which left one policeman with a broken leg and several students slightly injured. gbekie said quite a number of arrests have been made but failed to give details saying investigations are still ongoing. parents and relatives estimate that 30 students and 26 bike riders are in police custody and have been refused bail.",crowd dispersal,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9247,Sierra Leone,2009,Africa,1,1,1.0,9.0,2009.0,16.0,9.0,2009.0,1.0,"Freetown, Western Area Urban District",311,ex combatants,"source: five ex combatants arrested after sierra leone protest agence france presse english, september 1, 2009 tuesday 4:30 pm gmt, 267 words ;","security officials in sierra leone said tuesday they have detained five ex combatants classified as mentally and chronically ill after a violent protestoutside the defence ministry. the five are being investigated by the police, defence spokesman brigadier yirra koroma told afp by telephone. he gave no further details, but added that benefits demanded by a total of 311 ex fighters who took part in monday s demonstration are being processed by the finance ministry . the leader of the ex combatants, corporal sam bestman, said they had been declared mentally and chronically ill by a medical board in 2006, and since then have been advocating for their benefits to be paid. bestman claimed that some men were wounded on monday when security forces broke up the demonstration but authorities have denied the statement.",arrests,0,1,1,0,0,0,0,0,1,0,0,0,0,0
9248,Sierra Leone,2010,Africa,1,1,4.0,3.0,2010.0,4.0,3.0,2010.0,1.0,Kono district,700+,women and school girls,"kono women denounce rape concord times freetown , march 8, 2010 monday, 495 words, mohamed massaquo ;","over seven hundred women and school girls in the eastern district town of kono thursday took to the streets to denounce what they considered as an increase in sexual and gender based violence in the district. women clad mostly in black and white clothes and displaying hundreds of placards, processed through the major streets of koidu town to protest against the death of a 12 year old pupil who was allegedly raped to death by a 56 year old man, abu bakarr singatae. a resident of kono, singatae was alleged to have sexually assaulted the late girl, a situation that led to the protest by the woman, who are demanding a thorough investigation into the matter. hasanatu mansaray, one of the protesters, bawled that much has not been done by the government and other stakeholders to protect women against sexual abuse and ill treatment meted out on them by their men folks.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9249,Sierra Leone,2010,Africa,1,2,25.0,4.0,2010.0,25.0,4.0,2010.0,0.0,"Freetown, Western Area Urban District",50+,women,"sierra leone s graft war comes alive daily champion lagos , april 25, 2010 sunday, 957 words, tony okerafor ;","since there were riot police stationed inside the courtroom in order to quell any potential disruption of peace, this is coded as crowd dispersal. very few people inside sierra leone had expected that president ernest bai koroma would take his anti corruption crusade into the highest echelon of political power in his otherwise impoverished country. since his all people s congress a.p.c came to power in 2007 following nationwide elections, president koroma has been speaking regularly about adopting a zero tolerance policy towards corruption. several times in the past, he s warned members of his government of the consequences of fraudulently enriching themselves. he had warned his officials that no longer shall we have sacred cows in the campaign against graft and that he would not prepared to stand in the way of the anti graft body if it indicted anyone for mismanagement or outright embezzlement of the national coffers, no matter how highly placed the accused is. if anyone was surprised to see mrs. kabbah in the dock a number of weeks ago, it would have been because she is a very senior member of the current a.p.c. controlled government in freetown. mrs. kabbah s high profile case pits her against the powerful anti corruption commission. crucially, too, she is a high ranking member of the governing party, and her friends came from all over the country to put on a visible reminder. outside the premises of the court, there were scenes that easily resembled a political rally, as dozens of women clad in red were chanting slogans and calling on the a.p.c. to intervene on behalf of one of their own. inside the courtroom proper, several riot policemen stood guard, in part, to put paid to any planned breach of the peace.",crowd dispersal,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9250,Sierra Leone,2011,Africa,1,1,13.0,6.0,2011.0,27.0,6.0,2011.0,0.0,"Freetown, Western Area Urban District",100+,professors,"lecturers strike may provoke student unrest concord times freetown , june 27, 2011 monday, 565 words, alusine sesay ;","since the students who are unsatisfied and affected are from a number of different majors and departments, i have coded this protest as 100 . fears have been expressed by some students and authorities on campus that the sit down strike action by lecturers of fourah bay college fbc , university of sierra leone, if allowed to drag on, may provoke a student riot as there appears to be no end to the seeming standoff between the academic staff association asa and the ministry of education fbc administration. the strike action, now entering its third week, is becoming unbearable to students who had paid their fees to the college administration but getting no lectures at the moment despite exams just around the corner, according to information emanating from the fbc campus. debate among students on the unending impasse is said to be reaching feverish heights as nobody could tell when a compromise would be reached to allow normalcy to once again return to the campus. the situation is not helped by the fact that other departments like engineering and economics are taking full lectures while students from other faculties idle all day long without any sight of their lecturers. asa are demanding salary increment and a general review of the conditions of service of lecturers and the demands were backed by a twenty one day ultimatum to the college administration, starting friday 20th may 2011. the lecturers had threatened to withhold their services until their demands were fully met.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9251,Sierra Leone,2011,Africa,1,2,28.0,6.0,2011.0,28.0,6.0,2011.0,0.0,"Freetown, Western Area Urban District",50+,students of the concerned students union,"72 hr ultimatum for gov t fbc students to storm state house concord times freetown , june 29, 2011 wednesday, 396 words, alusine sesay ;","since the source notes dozens of protesters, this has been coded as 50 . as there appears to be no end to the fourah bay college fbc lecturers salary strike, dozens of students yesterday staged a peaceful protest on campus, declaring a 72 hour ultimatum for the government to resolve the stalemate or they march to state house. since the fbc students union government was dissolved by the college administration in early may this year, the situation on campus remains unstable and fragile as there is no figure head among the student body. to ensure proper coordination of student activities on campus in the absence of a union, some students came together to form a body called concerned students union csu , providing temporal leadership to champion the course of their colleagues. thomas dixon, a second year student of the mass communication department and coordinator of the csu, said they had staged the peaceful protest to inform the college authorities about their concerns and also to announce a 72 hour ultimatum for government to resolve the issue relating to the strike action by lecturers. reacting to the concerns of the students, vice chancellor of the university of sierra leone, professor jonas redwood sawyer assured them of an amicable resolution of the strike action before monday. he further informed the concerned students that subsequent meetings have been held to resolve the matter within the course of the week.",accomodation,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9252,Sierra Leone,2011,Africa,1,3,29.0,8.0,2011.0,29.0,8.0,2011.0,0.0,"Freetown, Western Area Urban District",50+,nurses,"cottage nurses fear patients protest for safety concord times freetown , august 31, 2011 wednesday, 267 words, alusine sesay and patrick j. kamara ;","since this is noted as dozens of nurse are in fear, it is implied to me that these statements came from women at the demonstration dozens of nurses at the princess christian maternity hospital pcmh known mostly as cottage say they now fear patients who harass and intimidate them as a result of the introduction of the free healthcare initiative. based on an alleged assault on a nurse by a mother whose child was awaiting admission into the hospital, nurses on monday august 29 hosted a peaceful demonstration to voice their grievances. ms. kamara alleged that since some mothers have taken to abusing the free initiative and do rain insults on nurses whenever they are at the hospital for treatment or even force their way into the hospital after they had been stopped by security personnel at the entrance, the government needs to deploy police officers at the facility to guarantee the workers safety.",shootings,0,0,0,0,1,0,0,1,0,0,0,0,0,0
9253,Sierra Leone,2011,Africa,1,4,16.0,12.0,2011.0,16.0,12.0,2011.0,0.0,"Freetown, Western Area Urban District",150,beneficiaries of free health care,"state house snubs free healthcare protest concord times freetown , december 20, 2011 tuesday, 437 words, ibrahim jaffa condeh ;","a group of about 150 beneficiaries of the free health care scheme launched by the government barely a year ago on friday staged a peaceful protestmarch in the compound of the state house to express their grievances over a reduction in the budget of the ministry of health and sanitation which stakeholders say will have an adverse effect on the initiative countrywide. the peaceful protest that was expected to be addressed by president ernest koroma, a principal architect of the free health initiative, however ended in discontent as a state house senior official told the protesters that president koroma was unable to see them due to other pressing engagements. some of them blamed state house security for having prevented them from having an audience with the president.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9254,Sierra Leone,2012,Africa,1,1,12.0,5.0,2012.0,12.0,5.0,2012.0,0.0,"Kailahun, Kailahun district",50+,women,"kailahun women demand equality in governance concord times freetown , may 16, 2012 wednesday, 404 words, mohamed massaquoi ;","since this article notes that it was a host of women? s organization, i take that as an implication of 50 women in the streets. a host of women s organizations in the eastern district town of kailahun on saturday took to the streets in protest of what they considered as the continuous marginalization of women from participating in mainstream politics ; a development they said is also restricting them from making meaningfully contribution to the socio economic and political development of the country. a community based organization, the kailahun women in governance network, has partnered with the social enterprise development send to develop what is known as the kailahun district women s manifesto for 2012 , specially designed for female candidates contesting the forthcoming presidential, parliamentary and local council elections. the women of kailahun said they are strongly determined to make history by influencing the electorates to cast their votes for women candidates as well as political parties whose manifestos demonstrate faithful commitment to promoting gender equality.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,1
9255,Sierra Leone,2013,Africa,1,1,29.0,7.0,2013.0,29.0,7.0,2013.0,0.0,"Freetown, Western Area Urban District",100+,football fans,"football fans storm state house in protest blast political interference in slfa election concord times freetown , july 30, 2013, 483 words, mohamed massaquoi ;","this is noted as crowd dispersal because officials did not allow the protesters to give their protest letter to the president. hundreds of football loving youths yesterday stormed state house in protest against what they referred to as political interference by the government into the election of the sierra leone football association slfa , thus calling for the immediate resignation of sports minister paul kamara, whom they claimed had prejudiced the outcome of the election by openly declaring his support for one of the aspirants, mrs. isha johansen, against her opponents. the irate youths, who were solidly behind sierra leone footballing icon, mohamed kallon, staged a peaceful protest against the sierra leone football association slfa normalization committee s decision to disqualify kallon, rodney michael and others from contesting the presidency and other positions in the association s august 3rd elective congress. though the protest was peaceful, the group was, however, prevented from crossing the security post leading to state house to present a protest letter to president koroma. we want to talk to president koroma about what his minister and others have done to put our candidates out of the contest in favour of isha. the minister is working with senior members of government to deprive our candidates; we will continue to protest until appropriate actions are taken, one of the protesters, michael kamanda, told concord times in the environs of state house.",crowd dispersal,0,1,0,0,0,0,0,1,0,0,1,0,0,0
9257,Sierra Leone,2015,Africa,1,1,28.0,3.0,2015.0,28.0,3.0,2015.0,0.0,.,50+,protesters,"ebola protest; world news in brief the sunday times london , march 29, 2015 sunday, news; pg. 30, 21 words world digest: march 28, 2015 the washington post, march 29, 2015 sunday, a section; pg. a08, 470 words;",police in sierra leone fired tear gas at crowds protesting against a national lockdown that is intended to end the ebola epidemic. no location,crowd dispersal,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9258,Sierra Leone,2015,Africa,1,2,17.0,11.0,2015.0,17.0,11.0,2015.0,0.0,Freetown,1000+,flood victims,"flood victims accused government of discrimination as thousands left stranded protestnovember 18, 2015 concord times freetown , november 18, 2015, 551 words, hassan gbassay koroma;","over one thousand flood victims yesterday 16 november stormed the streets of freetown as they protested against alleged neglect and discrimination by government to relocate them to a new settlement. heavy rains in september caused flooding in freetown, leaving a humanitarian disaster as more than 5,000 became homeless, while properties worth millions of leones were destroyed. the government temporarily relocated the victims, mostly from slum areas in freetown, at the national stadium and the brima attouga mini stadium respectively. the government also promised to permanently relocate all the victims to a location outside the capital. almost two months after the humanitarian disaster, government on sunday 15 november started relocating some of the victims to makeshift houses at six mile, just outside freetown. but it appears not all of those who had sought refuge in the two stadia are happy with how the relocation process was planned and executed.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9259,Sierra Leone,2016,Africa,1,1,26.0,1.0,2016.0,26.0,1.0,2016.0,1.0,Barmoi Luma,50+,youths and women,"three injured in sierra leone ebola clashes agence france presse english, january 26, 2016 tuesday 10:01 pm gmt, 439 words;","witness fatu jalloh told afp: temper flared up this morning when the police tried to enforce the no trading order and dozens of youths and women rushed into the streets, hurling sticks and stones at police search teams. angry youths allegedly burnt down a police post in the northern village of barmoi luma, reports said, as police fired tear gas to disperse angry crowds. witnesses told afp by telephone that three youths were seriously hurt, with one shot in the head and another in the leg.",crowd dispersal,0,1,0,0,1,0,0,1,0,0,0,0,0,0
9260,Sierra Leone,2016,Africa,1,2,27.0,1.0,2016.0,27.0,1.0,2016.0,0.0,Freetown,100s,religious leaders,"sierra leone s president urged to sign safe abortion bill; president ernest bai koroma under pressure from rights groups to follow parliament s lead by signing bill, despite protests from religious leaders the guardian, february 3, 2016 wednesday 11:17 am gmt, global development, 920 words, umaru fofana in freetown and liz ford;","but last week, hundreds of people joined religious leaders in marching to parliament in the capital, freetown, to petition mps to withdraw the controversial abortion bill. a parallel demonstration by dozens of mostly middle class women held placards calling on the president to sign the bill.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,1
9261,Sierra Leone,2016,Africa,1,3,1.0,3.0,2016.0,1.0,3.0,2016.0,0.0,Ministry of Defense,500+,wounded in action soldiers,"wai soldiers threaten mayhem concord times freetown , march 02, 2016, 381 words, hassan gbassay koroma;","over 500 demobilised wounded in action wai soldiers of the sierra leone armed forces yesterday stormed ministry of defense headquarters demanding document detailing payment of their terminal benefits. meanwhile, the cds assured the protesters that he had forwarded the documents to officials at the ministry of finance to process the severance payment, and pleaded with the men to exercise patience.",accomodation,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9262,Sierra Leone,2016,Africa,1,4,4.0,4.0,2016.0,4.0,4.0,2016.0,0.0,Freetown,300+,ebola survivors,"sierra leone ebola survivors protest government inaction agence france presse english, april 4, 2016 monday 7:54 pm gmt, 425 words;","ebola survivors jostled with police in sierra leone s capital on monday as they protested perceived government inaction over their care in a health system badly hit by the virus. several hundred protesters in freetown gathered in the city centre calling for the free health care and scholarships for their children they said had not been delivered. police pushed back male protesters while women and children stood behind barricades waving placards and shouting slogans. a smaller protest in the city of makeni attracted around 100 people, who delivered a petition to local government officials.",crowd dispersal,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9263,Sierra Leone,2016,Africa,1,5,9.0,6.0,2016.0,9.0,6.0,2016.0,1.0,Freetown,50+,sierra leone commercial motor bike riders union,"as police declares one wantedbike riders demand justice for death of members concord times freetown , june 13, 2016, 872 words, alus e sesay;","the sierra leone commercial motor bike riders union has called on the relevant authorities to speedily investigate and come out with report on the circumstances leading to the untimely death of two of their members, and to bring their killers to justice. the commercial motor bike riders last thursday spearheaded violence in the capital, freetown, burning tires on the newly constructed hillside bypass road and the road leading to fourah bay college, attacking the new england ville police station at night and burning five motor bikes parked at the station.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9264,Sierra Leone,2016,Africa,1,6,16.0,8.0,2016.0,16.0,8.0,2016.0,1.0,Kabala,50+,youths,"schoolboy shot dead by police at sierra leone protest agence france presse english, august 16, 2016 tuesday 6:18 pm gmt, 370 words;","a secondary school student and a street seller were shot dead by security forces in northern sierra leone tuesday during a demonstration by youths angered by the relocation of a job training centre. police in kabala, koinadugu district, said youth activists set fire to homes, burning two to the ground, while the protesters spoke of a peaceful rally attended by dozens that was fatally halted by bullets fired into the crowd.",shootings,0,0,0,0,1,0,1,1,0,0,0,0,0,0
9265,Sierra Leone,2016,Africa,1,7,21.0,11.0,2016.0,21.0,11.0,2016.0,0.0,Freetown,100s,students,"as students demo at law courttheresa & co. put on le100 million bail concord times freetown , november 22, 2016, 470 words, patrick jaiah kamara;","hundreds of students yesterday stormed the precinct of law court building, protesting and demanding the release of their colleagues who were arrested and charged to court for allegedly sharing a post on social media platform, which the police had considered to be an incitement and had the tendency to create chaos in the country. protesters were asked to stay outside the court premises. they were holding placards with inscriptions like: free theresa , we stand in solidarity with theresa , freedom of speech under threat among others.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9266,Sierra Leone,2017,Africa,1,1,9.0,1.0,2017.0,9.0,1.0,2017.0,0.0,Freetown,50+,sierra leone peoples party,"rival slpp factions clash at law court unknown protester shot womanjanuary 10, 2017 concord times freetown , january 10, 2017, 555 words, patrick jaiah kamara & hassan g. koroma;","an unknown gunman who had apparently joined scores of sierra leone peoples party slpp protesters around the law court building on siaka stevens street in freetown yesterday allegedly shot one alfreda yeama kassay on the foot. it could recalled that a faction in the main opposition party had filed an application in the high court alleging that lower level elections were marred by serious irregularities that threaten the party s structure. the protesters, who marched towards the court building gates on state avenue and siaka stevens street, were prevented from entry by the police, who cordoned off the entrance of the court premises",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9267,Sierra Leone,2017,Africa,1,2,23.0,3.0,2017.0,23.0,3.0,2017.0,0.0,Bo,50+,students,"student dies in violent sierra leone university protests agence france presse english, march 24, 2017 friday 1:58 pm gmt, 367 words;","a student has been killed and several others injured at a university near sierra leone s southern city of bo after police fired tear gas and live bullets during protests over a lecturers strike, police sources told afp. lecturers at njala university have been on strike since october, the beginning of the academic year, over unpaid wages and pensions, triggering protests there and in three other cities on thursday.",crowd dispersal,0,1,0,0,1,0,1,1,1,0,0,0,0,0
